system:index,classification,fireBinary,.geo
472_0,0.85747874,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[100.84051986866228,18.25581857616315]}"
473_0,0.6148122,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[100.28536102307642,19.088556844541948]}"
474_0,0.55035996,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[97.97309748175276,18.554957565774952]}"
475_0,0.84924203,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[98.1725234748273,19.490103776543375]}"
476_0,0.81814736,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[97.94884296908154,18.323192222472116]}"
477_0,0.44167557,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[98.71151264529901,18.65467056231222]}"
478_0,0.49636152,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[100.17217329727735,19.465849263872148]}"
479_0,0.5646561,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[99.53347113026837,18.611551428674485]}"
480_0,0.84840375,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[97.92189351055795,18.724739154473543]}"
481_0,0.68347055,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[99.69247293555753,18.891825797319775]}"
482_0,0.5457659,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[98.7061227535943,19.576342043818848]}"
483_0,0.6095723,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[99.0187364724679,16.81671749100368]}"
484_0,0.6644401,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[99.88650903692735,17.910865507061256]}"
485_0,0.7809158,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[97.91650361885324,18.37439619366693]}"
486_0,0.6436896,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[100.41202347813727,19.271813162502333]}"
487_0,0.42010123,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[97.997351994424,17.54974276284521]}"
488_0,0.8526458,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[99.56581048049668,18.49027886531835]}"
489_0,0.69665027,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[100.79470578917218,18.26120846786787]}"
490_0,0.49096078,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[100.4039386405802,20.182704860599525]}"
491_0,0.38303035,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[100.15061373045849,18.24234384690136]}"
492_0,0.54430133,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[98.29918592988815,17.250603773233408]}"
493_0,0.8277461,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[98.77619134575562,16.366661533659798]}"
494_0,0.8228744,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[98.19138809579381,19.549392585295262]}"
495_0,0.5524662,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[98.9729223929778,19.568257206261773]}"
496_0,0.8330434,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[98.78158123746033,17.220959368857464]}"
497_0,0.7497377,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[99.0564657144009,19.61137633989951]}"
498_0,0.6312884,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[100.81626535599105,18.581907024298538]}"
499_0,0.8322126,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[98.89207401740704,18.177665146444753]}"
500_0,0.5265963,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[99.70594766481932,17.781508106148046]}"
501_0,0.70160615,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[100.82974008525284,18.44985467753297]}"
502_0,0.7725418,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[98.75463177893675,16.06213265234328]}"
503_0,0.6029194,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[98.26415163380749,18.94033482266223]}"
504_0,0.7015188,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[98.74924188723203,18.6169413203792]}"
505_0,0.8740297,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[98.48783213955325,19.296067675173557]}"
506_0,0.80139834,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[97.86529964765842,18.625026157936276]}"
507_0,0.84802103,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[99.89459387448441,18.417515327304667]}"
508_0,0.7844216,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[99.53616607612074,18.95380955192402]}"
509_0,0.7882942,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[97.90302888959144,18.301632655653247]}"
510_0,0.64919114,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[97.9515379149339,19.358051429777806]}"
511_0,0.683017,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[98.39081408886834,19.26911821664997]}"
512_0,0.75228363,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[98.38811914301598,18.22078428008249]}"
513_0,0.8036069,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[97.98926715686692,19.358051429777806]}"
514_0,0.6041613,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[99.39063900009337,18.099511716726354]}"
515_0,0.8546039,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[98.3746444137542,18.26120846786787]}"
516_0,0.553241,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[99.61431950583913,18.614246374526843]}"
517_0,0.682637,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[100.82704513940048,18.42560016486174]}"
518_0,0.5250662,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[99.5900649931679,19.204439516193368]}"
519_0,0.8192645,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[98.18599820408909,19.492798722395733]}"
520_0,0.66884,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[100.21529243091508,18.967284281185815]}"
521_0,0.8592919,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[98.47435741029146,19.42812002193913]}"
522_0,0.57937384,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[100.14791878460612,19.22330413715988]}"
523_0,0.4984016,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[100.32309026500943,18.87835106805798]}"
524_0,0.80488795,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[100.02664622124999,18.52531316139901]}"
525_0,0.6326381,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[98.68725813262779,17.54704781699285]}"
526_0,0.6440125,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[98.41506860153957,18.22078428008249]}"
527_0,0.6576471,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[101.21511734214012,18.7274341003259]}"
528_0,0.62202233,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[100.05090073392122,18.385175977076365]}"
529_0,0.5534018,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[98.9136335842259,17.05926261771595]}"
530_0,0.57686675,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[97.99465704857164,19.457764426315073]}"
531_0,0.6171929,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[98.70881769944666,17.16975539766265]}"
532_0,0.2331209,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[98.48244224784854,17.35570666147539]}"
533_0,0.61552024,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[100.53868593319812,18.808282475896657]}"
534_0,0.51262474,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[97.98118231930984,18.937639876809868]}"
535_0,0.6364961,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[98.76541156234619,18.660060454016936]}"
536_0,0.88232243,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[99.21546751969007,17.272163340052277]}"
537_0,0.8491828,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[98.80853069598392,18.705874533507032]}"
538_0,0.6873975,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[100.05090073392122,18.14802074206881]}"
539_0,0.6645009,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[98.76810650819854,18.075257204055127]}"
540_0,0.9504493,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[98.1725234748273,19.363441321482522]}"
541_0,0.49372643,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[99.26397654503252,17.913560452913615]}"
542_0,0.24535021,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[99.05916066025327,18.444464785828252]}"
543_0,0.6632195,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[98.66300361995656,17.39613084926077]}"
544_0,0.8117005,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[100.98604694468963,19.36883121318724]}"
545_0,0.61086154,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[98.9917870139443,16.803242761741885]}"
546_0,0.85765946,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[99.26936643673723,17.26677344834756]}"
547_0,0.6641907,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[98.54442600245278,18.118376337692865]}"
548_0,0.60839814,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[98.85164982962165,18.150715687921167]}"
549_0,0.61460334,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[100.13713900119669,19.55747742285234]}"
550_0,0.62192357,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[100.88902889400472,18.48219402776127]}"
551_0,0.76893896,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[98.3611696844924,18.20191965911598]}"
552_0,0.6503297,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[99.0564657144009,16.6658005232716]}"
553_0,0.7776897,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[97.92189351055795,18.401345652190514]}"
554_0,0.74292856,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[98.425848384949,18.444464785828252]}"
555_0,0.8041325,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[98.43662816835844,19.50357850580517]}"
556_0,0.2982921,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[99.7463718526047,18.439074894123536]}"
557_0,0.36779654,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[98.68186824092307,18.907995472433925]}"
558_0,0.27035353,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[99.41219856691224,18.14802074206881]}"
559_0,0.686074,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[99.91884838715565,18.183055038149472]}"
560_0,0.6328564,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[99.78410109453772,18.382481031224003]}"
561_0,0.8814629,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[97.85721481010134,19.19904962448865]}"
562_0,0.8083883,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[98.6468339448424,17.627896192563608]}"
563_0,0.80474627,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[97.9380631856721,18.581907024298538]}"
564_0,0.69042736,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[98.92980325934005,16.88948102901736]}"
565_0,0.5582797,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[99.31787546207968,17.953984640698994]}"
566_0,0.648504,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[99.30170578696554,16.819412436856037]}"
567_0,0.8469315,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[99.72211733993348,18.2073095508207]}"
568_0,0.85870504,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[100.86746932718586,18.401345652190514]}"
569_0,0.5818181,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[98.5040018146674,17.37726622829426]}"
570_0,0.69475263,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[97.94345307737682,18.479499081908912]}"
571_0,0.60494137,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[100.62492420047359,18.06986731235041]}"
572_0,0.3524041,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[98.24798195869334,19.04813265675657]}"
573_0,0.8730881,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[98.0027418861287,19.20174457034101]}"
574_0,0.72391033,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[99.85147474084668,18.611551428674485]}"
575_0,0.68859094,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[100.05629062562593,18.622331212083918]}"
576_0,0.8213391,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[98.13748917874663,19.643715690127813]}"
577_0,0.43431768,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[99.68977798970516,18.44985467753297]}"
578_0,0.8920529,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[98.22642239187446,19.306847458582993]}"
579_0,0.8679235,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[99.66552347703394,18.385175977076365]}"
580_0,0.7668569,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[99.02143141832025,19.511663343362244]}"
581_0,0.56195545,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[100.88094405644766,18.86218139294383]}"
582_0,0.5861881,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[99.0699404436627,17.512013520912188]}"
583_0,0.6811553,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[98.69534297018485,17.50931857505983]}"
584_0,0.6755484,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[98.85703972132637,17.468894387274453]}"
585_0,0.81172216,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[97.51765163270417,18.460634460942405]}"
586_0,0.7098411,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[99.06185560610562,19.44428969705328]}"
587_0,0.5270348,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[98.63605416143297,16.603816768667354]}"
588_0,0.40288675,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[99.32057040793205,17.485064062388602]}"
589_0,0.6508472,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[100.51982131223161,18.080647095759847]}"
590_0,0.5360308,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[98.93788809689713,18.420210273157025]}"
591_0,0.46997464,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[100.27458123966697,18.395955760485798]}"
592_0,0.6032408,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[98.9405830427495,17.037703050897083]}"
593_0,0.3143294,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[98.9783122846825,19.74342868666508]}"
594_0,0.689578,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[99.23972203236129,17.296417852723504]}"
595_0,0.5720872,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[99.09958484803865,18.331277060029194]}"
596_0,0.5936025,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[100.09671481341131,19.128981032327328]}"
597_0,0.54199743,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[100.63839892973539,18.12376622939758]}"
598_0,0.6729802,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[99.01065163491081,17.436555037046148]}"
599_0,0.91710967,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[98.4527978434726,19.263728324945255]}"
